"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintWKT","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","originalNameUsage","otherCatalogNumbers","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"264","BOLD:AAE7729",10649617,NA,"Eastern",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592335",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676527","Insecta",216,"Central Highlands, Ngaia forest, lower portion, Eastern, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,26,NA,1211,0,NA,"2004-05-26T00:00:00",NA,"rf. fruit: Chaetacma aristata: Gen slide USNM 95836",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928879","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR073-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928879,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:26.442+00:00","2021-09-28T13:07:26.442+00:00",0.315,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Central Highlands, Ngaia forest, lower portion",NA,NA,NA,38.018,NA,5,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR073-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,"FEMALE","Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2004,2021-10-25
"266","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592078",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676874","Insecta",216,"Eastern, Central Highlands, Ngaia forest, lower portion, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,26,NA,NA,NA,NA,"2004-05-26T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347331861","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592078",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347331861,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:13:11.599+00:00","2021-09-23T14:13:11.599+00:00",0.32,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Eastern, Central Highlands, Ngaia forest, lower portion",NA,NA,NA,38.02,NA,5,NA,NA,NA,"KJ592078","Thaumatotibia leucotreta voucher USNM:ENT:00676874 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592078",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:197db062b95652216f271f9f6ca1f458",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2004,2021-10-25
"268","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592254",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676521","Insecta",216,"Coast, Arabuko-Sokoke Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,10,NA,28,0,NA,"2004-09-10T00:00:00",NA,"rf. Salacia elegans",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928884","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR067-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928884,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:41.928+00:00","2021-09-28T13:06:41.928+00:00",-3.29833,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Arabuko-Sokoke Forest",NA,NA,NA,39.9913,NA,9,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR067-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2004,2021-10-25
"269","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592250",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676520","Insecta",216,"Coast, Arabuko-Sokoke Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,10,NA,32,0,NA,"2004-09-10T00:00:00",NA,"rf. Aristolochia albida",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928910","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR066-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928910,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:38.976+00:00","2021-09-28T13:06:38.976+00:00",-3.295,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Arabuko-Sokoke Forest",NA,NA,NA,39.992,NA,9,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR066-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2004,2021-10-25
"270","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592254",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676521","Insecta",216,"Coast, Coast, Arabuko-Sokoke Forest, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,10,NA,NA,NA,NA,"2004-09-10T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347421444","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592254",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347421444,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:13:08.513+00:00","2021-09-23T14:13:08.513+00:00",-3.3,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Arabuko-Sokoke Forest",NA,NA,NA,39.990002,NA,9,NA,NA,NA,"KJ592254","Thaumatotibia leucotreta voucher USNM:ENT:00676521 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592254",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:a3ae39646e7a81e62b9eb5d7d3202a58",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2004,2021-10-25
"271","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592250",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676520","Insecta",216,"Coast, Coast, Arabuko-Sokoke Forest, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,10,NA,NA,NA,NA,"2004-09-10T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347445643","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592250",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347445643,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:39.826+00:00","2021-09-23T14:12:39.826+00:00",-3.29,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Arabuko-Sokoke Forest",NA,NA,NA,39.990002,NA,9,NA,NA,NA,"KJ592250","Thaumatotibia leucotreta voucher USNM:ENT:00676520 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592250",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:85c7d94e898034daef45f26acb44439f",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2004,2021-10-25
"272","BOLD:AAE7729",10649617,NA,"Western",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592079",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676526","Insecta",216,"Western Highlands, Mount Elgon, Western, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,29,NA,2029,0,NA,"2003-01-29T00:00:00",NA,"rf. Coffea arabica: Gen slide USNM 95841",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928813","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR072-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928813,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:37.409+00:00","2021-09-28T13:06:37.409+00:00",1.035,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Western Highlands, Mount Elgon",NA,NA,NA,34.821,NA,1,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR072-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,"FEMALE","Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2003,2021-10-25
"273","BOLD:AAE7729",10649617,NA,"Western",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592109",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676524","Insecta",216,"Western Highlands, Saiwa Swamp Nat. Pk., Western, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,30,NA,1882,0,NA,"2003-01-30T00:00:00",NA,"reared from fruit of Stephania abyssinica; Genitalia slide USNM 95835",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928865","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR070-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928865,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:39.332+00:00","2021-09-28T13:06:39.332+00:00",1.094,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Western Highlands, Saiwa Swamp Nat. Pk.",NA,NA,NA,35.118,NA,1,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR070-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,"MALE","Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2003,2021-10-25
"274","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592079",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676526","Insecta",216,"Western, Western Highlands, Mount Elgon, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,29,NA,NA,NA,NA,"2003-01-29T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347325772","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592079",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347325772,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:11:38.667+00:00","2021-09-23T14:11:38.667+00:00",1.03,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Western, Western Highlands, Mount Elgon",NA,NA,NA,34.82,NA,1,NA,NA,NA,"KJ592079","Thaumatotibia leucotreta voucher USNM:ENT:00676526 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592079",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:08332e973dd31b7ea2d2b8ce249e7ffd",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2003,2021-10-25
"275","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592109",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676524","Insecta",216,"Western, Western Highlands, Saiwa Swamp Nat. Pk., Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,30,NA,NA,NA,NA,"2003-01-30T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3350362727","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592109",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3350362727,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:39.131+00:00","2021-09-23T14:12:39.131+00:00",1.09,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Western, Western Highlands, Saiwa Swamp Nat. Pk.",NA,NA,NA,35.119999,NA,1,NA,NA,NA,"KJ592109","Thaumatotibia leucotreta voucher USNM:ENT:00676524 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592109",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:197db062b95652216f271f9f6ca1f458",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2003,2021-10-25
"276","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592219",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676525","Insecta",216,"Coast, Shimba Hills, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,7,NA,436,0,NA,"2003-02-07T00:00:00",NA,"rf. Zanha golungensis: Gen slide USNM 95834",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928858","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR071-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928858,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:26.742+00:00","2021-09-28T13:07:26.742+00:00",-4.24,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Shimba Hills",NA,NA,NA,39.394,NA,2,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR071-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,"FEMALE","Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2003,2021-10-25
"277","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592386",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00676523","Insecta",216,"Coast, Shimba Hills, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,8,NA,464,0,NA,"2003-02-08T00:00:00",NA,"rf. Ochna mossambicensis",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928868","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFTOR069-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928868,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:38.035+00:00","2021-09-28T13:06:38.035+00:00",-4.249,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Shimba Hills",NA,NA,NA,39.384,NA,2,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFTOR069-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,2003,2021-10-25
"278","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592219",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00676525","Insecta",216,"Coast, Coast, Shimba Hills, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,7,NA,NA,NA,NA,"2003-02-07T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347377441","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592219",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347377441,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:12:40.245+00:00","2021-09-23T14:12:40.245+00:00",-4.24,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Shimba Hills",NA,NA,NA,39.389999,NA,2,NA,NA,NA,"KJ592219","Thaumatotibia leucotreta voucher USNM:ENT:00676525 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592219",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:f5bdc3eca2f700ad6c8af2af15eed2a8",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,2003,2021-10-25
